Area,Location,Price,Room,Bathroom,House Type,Square Feet
Kuala-Lumpur,     Pandan Indah    ,    RM 100 000     , 2 Bedrooms , 1 Bathroom , Apartments ,670 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,926 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 499 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2280 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 980 000     , 6 Bedrooms , 7 Bathrooms , Houses ,3600 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 480 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 430 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1004 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 650 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 450 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1239 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 098 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1044 sq.ft
Kuala-Lumpur,     Titiwangsa    ,    RM 340 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1207 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 790 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2500 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 325 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,809 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 650 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1019 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 425 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3280 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 220 000     , 2 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 239 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,962 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 330 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,807 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 319 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 448 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1020 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1040 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 530 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 820 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1419 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 380 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1019 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 650 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1800 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 750 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 418 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1075 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 325 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,930 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 420 000     , 4 Bedrooms , 2 Bathrooms , Houses ,770 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 415 000     , 1 Bedroom , 1 Bathroom , Apartments ,564 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1019 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 430 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 2 800 000     , 5 Bedrooms , 4 Bathrooms , Houses ,10661 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,880 sq.ft
Kuala-Lumpur,     Titiwangsa    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Salak Selatan    ,    RM 710 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1259 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 460 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1231 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 258 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Taman Tun Dr Ismail    ,    RM 1 800 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1875 sq.ft
Kuala-Lumpur,     Desa ParkCity    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1019 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 2 480 000     , 8 Bedrooms , 7 Bathrooms , Houses ,1920 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 6 850 000     ,NA,NA, Houses ,23500 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 600 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3200 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 410 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1112 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,973 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 1 500 000     , 7 Bedrooms , 5 Bathrooms , Houses ,3692 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1019 sq.ft
Kuala-Lumpur,     KL City    ,    RM 3 616 000     , 4 Bedrooms , 5 Bathrooms , Apartments ,3900 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 355 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1029 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 850 000     , 5 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 458 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1066 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 380 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 180 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 900 000     , 7 Bedrooms , 6 Bathrooms , Houses ,4500 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 268 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 2 Bedrooms , 1 Bathroom , Apartments ,682 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 145 000     , 2 Bedrooms , 1 Bathroom , Apartments ,610 sq.ft
Kuala-Lumpur,     Bandar Tasik Selatan    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Houses ,657 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 530 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1226 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 490 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,935 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 360 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 190 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,780 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 508 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Bangsar South    ,    RM 490 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1090 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 219 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,678 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 310 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 355 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1104 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 438 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1113 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 700 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2300 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 228 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,935 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 820 000     , 7 Bedrooms , 4 Bathrooms , Houses ,5800 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 850 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1182 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 435 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1141 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 898 000     , 6 Bedrooms , 5 Bathrooms , Houses ,2540 sq.ft
Kuala-Lumpur,     Pandan Jaya    ,    RM 360 000     , 2 Bedrooms , 2 Bathrooms , Houses ,800 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 181 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 100 000     , 5 Bedrooms , 3 Bathrooms , Houses ,3000 sq.ft
Kuala-Lumpur,     Desa Pandan    ,    RM 1 050 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1410 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 180 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,655 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 1 250 000     , 5 Bedrooms , 3 Bathrooms , Apartments ,2200 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 458 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,810 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 530 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 460 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,941 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 850 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 448 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1240 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 499 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1150 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 380 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 900 000     , 4 Bedrooms , 4 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 500 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1170 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 1 790 000     , 2 Bedrooms , 1 Bathroom , Apartments ,721 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1010 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 750 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 410 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1310 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 1 060 000     , 3 Bedrooms , 2 Bathrooms , Houses ,3003 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 380 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,872 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 145 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,655 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 298 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,849 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 420 000     , 3 Bedrooms , 2 Bathrooms , Houses ,990 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 250 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1948 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 428 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 2 280 000     , 5 Bedrooms , 4 Bathrooms , Houses ,4100 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 850 000     , 6 Bedrooms , 3 Bathrooms , Houses ,4500 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,936 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1095 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 780 000     , 5 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 298 000     , 2 Bedrooms , 1 Bathroom , Houses ,452 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 450 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3000 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 2 900 000     , 5 Bedrooms , 6 Bathrooms , Apartments ,4700 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 680 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1361 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 850 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2500 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 195 000     , 3 Bedrooms , 1 Bathroom , Apartments ,700 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 460 000     , 3 Bedrooms , 2 Bathrooms , Houses ,900 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1141 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,820 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1007 sq.ft
Kuala-Lumpur,     Bandar Tasik Selatan    ,    RM 1 100 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 450 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Puchong    ,    RM 520 000     , 3 Bedrooms , 4 Bathrooms , Houses ,1690 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 160 000     , 3 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 380 000     , 2 Bedrooms , 1 Bathroom , Apartments ,740 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,837 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 120 000     , 2 Bedrooms , 1 Bathroom , Apartments ,468 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 460 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1009 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,729 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 190 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,720 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 730 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1092 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 430 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1130 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 258 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 888 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2700 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 310 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,912 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 555 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,1329 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 748 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3702 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 599 999     , 4 Bedrooms , 2 Bathrooms , Apartments ,1373 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 339 000     , 1 Bedroom , 1 Bathroom , Apartments ,450 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1138 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 355 000     , 1 Bedroom , 1 Bathroom , Apartments ,450 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 630 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1059 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,730 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 235 000     , 2 Bedrooms , 1 Bathroom , Apartments ,530 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 735 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1238 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 850 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 318 000     , 2 Bedrooms , 1 Bathroom , Apartments ,460 sq.ft
Kuala-Lumpur,     Others    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1335 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,837 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1130 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1007 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1184 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 1 600 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1227 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 695 000     , 5 Bedrooms , 3 Bathrooms , Houses ,1950 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 980 000     , 6 Bedrooms , 5 Bathrooms , Houses ,2700 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 160 000     , 2 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Kuala-Lumpur,     Jalan Ampang    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,890 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 530 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1270 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1025 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1077 sq.ft
Kuala-Lumpur,     City Centre    ,    RM 590 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1267 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 580 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 649 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2200 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 1 000 000     , 3 Bedrooms , 2 Bathrooms , Houses ,3217 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 589 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1176 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 150 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 385 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 200 000     , 5 Bedrooms , 4 Bathrooms , Houses ,1540 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 500 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 363 000     , 2 Bedrooms , 1 Bathroom , Houses ,800 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 268 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,811 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 352 000     , 2 Bedrooms , 1 Bathroom , Apartments ,630 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 385 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,941 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 435 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,966 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 150 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2687 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 550 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1142 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 150 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,550 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 117 000     , 2 Bedrooms , 1 Bathroom , Apartments ,578 sq.ft
Kuala-Lumpur,     Bandar Tasik Selatan    ,    RM 190 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Houses ,840 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 1 650 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2303 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,826 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 510 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Kuala-Lumpur,     City Centre    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1267 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 188 000     , 3 Bedrooms , 1 Bathroom , Apartments ,704 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 150 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,710 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 2 100 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3380 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 050 000     , 5 Bedrooms , 5 Bathrooms , Apartments ,2000 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Kuala-Lumpur,     Country Heights Damansara    ,    RM 8 180 000     , 7 Bedrooms , 9 Bathrooms , Houses ,11500 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 050 000     , 5 Bedrooms , 5 Bathrooms , Apartments ,2000 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 820 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1227 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 860 000     , 2 Bedrooms , 1 Bathroom , Apartments ,860 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 570 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1478 sq.ft
Kuala-Lumpur,     Bangsar South    ,    RM 1 500 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,2068 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 780 000     , 1 Bedroom , 1 Bathroom , Apartments ,820 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 365 000     , 2 Bedrooms , 2 Bathrooms , Houses ,860 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 1 550 000     , 4 Bedrooms , 2 Bathrooms , Houses ,3150 sq.ft
Kuala-Lumpur,     Pandan Jaya    ,    RM 520 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,721 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 290 000     , 2 Bedrooms , 1 Bathroom , Houses ,825 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,904 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 728 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1980 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 2 300 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3357 sq.ft
